Country,Date,realGDP,realPersInc,unempRate,indProd,retailSales,recBinary
UK,3/1/2013,99.59,101.0636055,0.077,97.2,91.2226,0
UK,4/1/2013,99.64,101.0291418,0.078,96.59,91.1181,0
UK,5/1/2013,99.71,101.123055,0.078,97.1,92.581,0
UK,6/1/2013,99.78,101.1956291,0.077,97.71,93.3124,0
UK,7/1/2013,99.87,101.1072183,0.077,97.81,93.6259,0
UK,8/1/2013,99.94,100.8449063,0.076,97.2,93.1034,0
UK,9/1/2013,100.01,100.4730997,0.073,98.31,94.2529,0
UK,10/1/2013,100.06,100.0577864,0.071,98.21,93.5214,0
UK,11/1/2013,100.1,99.66988986,0.072,98.11,94.1484,0
UK,12/1/2013,100.14,99.38324556,0.071,98.42,93.8349,0
UK,1/1/2014,100.18,99.25866878,0.069,98.42,94.4619,0
UK,2/1/2014,100.22,99.22790327,0.067,98.92,94.7753,0
UK,3/1/2014,100.25,99.14907773,0.066,98.62,95.7158,0
UK,4/1/2014,100.28,98.90380409,0.064,98.92,96.1338,0
UK,5/1/2014,100.31,98.60419405,0.063,98.72,96.2382,0
UK,6/1/2014,100.33,98.48943638,0.061,98.92,96.8652,0
UK,7/1/2014,100.35,98.76695174,0.06,99.43,96.8652,0
UK,8/1/2014,100.37,99.3437634,0.059,98.82,96.7607,0
UK,9/1/2014,100.38,99.96683275,0.059,99.43,96.3427,0
UK,10/1/2014,100.39,100.397242,0.058,99.22,97.2832,0
UK,11/1/2014,100.39,100.5319656,0.056,99.22,98.0146,0
UK,12/1/2014,100.4,100.3379482,0.056,99.53,99.2685,0
UK,1/1/2015,100.42,99.80736579,0.055,99.33,97.4922,0
UK,2/1/2015,100.44,99.1382473,0.055,99.83,99.0596,0
UK,3/1/2015,100.46,98.63102847,0.054,100.34,99.6865,0
UK,4/1/2015,100.48,98.53752233,0.056,100.64,100.3135,0
UK,5/1/2015,100.5,98.7139059,0.056,100.44,99.8955,0
UK,6/1/2015,100.52,98.82622814,0.055,100.54,100.5225,0
UK,7/1/2015,100.54,98.5970024,0.054,99.63,100.418,0
UK,8/1/2015,100.55,98.19251008,0.053,100.13,99.1641,0
UK,9/1/2015,100.56,97.98500464,0.052,100.34,101.3584,0
UK,10/1/2015,100.56,98.27630345,0.05,100.54,100,1
UK,11/1/2015,100.55,98.83928232,0.05,99.43,100.7315,1
UK,12/1/2015,100.52,99.20974387,0.05,98.92,101.3584,1
UK,1/1/2016,100.48,98.99639919,0.05,100.03,102.2989,1
UK,2/1/2016,100.44,98.33362662,0.05,99.53,102.5078,1
UK,3/1/2016,100.41,97.58327579,0.049,100.24,102.1944,1
UK,4/1/2016,100.38,97.06172088,0.049,103.07,103.1348,1
UK,5/1/2016,100.37,96.76875834,0.049,101.75,105.0157,1
UK,6/1/2016,100.36,96.57194735,0.049,100.94,103.4483,1
UK,7/1/2016,100.37,96.36176945,0.049,100.94,105.2247,1
UK,8/1/2016,100.39,96.18201759,0.047,101.05,104.9112,1
UK,9/1/2016,100.41,96.13828939,0.048,101.15,105.5381,1
UK,10/1/2016,100.44,96.30273481,0.047,100.13,107.5235,1
UK,11/1/2016,100.47,96.53537243,0.046,101.75,107.001,1
UK,12/1/2016,100.5,96.61370436,0.046,103.47,105.6426,1
UK,1/1/2017,100.51,96.36697537,0.046,103.27,105.4336,1
UK,2/1/2017,100.5,95.93960789,0.045,102.36,106.2696,1
UK,3/1/2017,100.48,95.59429967,0.045,101.65,105.7471,1
UK,4/1/2017,100.45,95.54290053,0.044,101.85,107.3145,1
UK,5/1/2017,100.41,95.69909724,0.044,102.16,105.8516,1
UK,6/1/2017,100.36,95.86865438,0.043,102.26,106.3741,1
UK,7/1/2017,100.32,95.88028065,0.043,102.56,106.2696,1
UK,8/1/2017,100.27,95.69245749,0.042,102.66,107.419,1
UK,9/1/2017,100.23,95.30896393,0.042,103.88,107.21,1
UK,10/1/2017,100.18,94.76476188,0.042,104.18,107.628,1
UK,11/1/2017,100.12,94.26322041,0.043,104.18,108.255,1
UK,12/1/2017,100.06,94.06438527,0.042,103.98,107.5235,1
UK,1/1/2018,100,94.33869416,0.042,103.88,107.419,1
UK,2/1/2018,99.95,94.78979686,0.042,104.08,107.9415,1
UK,3/1/2018,99.93,94.96990427,0.042,103.98,107.001,1
UK,4/1/2018,99.92,94.54708139,0.04,103.47,108.255,1
UK,5/1/2018,99.93,93.77056038,0.039,103.07,110.6583,0
UK,6/1/2018,99.95,93.07129956,0.04,104.08,109.7179,0
UK,7/1/2018,99.96,92.7700934,0.04,104.38,110.5538,0
UK,8/1/2018,99.97,92.65568118,0.04,104.28,111.1808,0
UK,9/1/2018,99.97,92.35647691,0.04,103.68,110.6583,0
UK,10/1/2018,99.96,91.61217865,0.039,103.57,110.5538,0
UK,11/1/2018,99.94,90.67992296,0.039,103.37,112.1212,0
UK,12/1/2018,99.92,89.96708093,0.038,102.76,110.9718,0
UK,1/1/2019,99.89,89.76932553,0.038,103.78,112.2257,0
UK,2/1/2019,99.83,89.88221811,0.037,103.98,112.1212,0
UK,3/1/2019,99.76,89.96142923,0.037,104.89,113.4796,0
UK,4/1/2019,99.67,89.73599243,0.037,101.45,113.2706,0
UK,5/1/2019,99.58,89.25128534,0.038,102.36,112.8527,0
UK,6/1/2019,99.51,88.63792661,0.038,102.46,113.4796,0
UK,7/1/2019,99.45,88.01129055,0.038,102.36,114.0021,0
UK,8/1/2019,99.41,87.42343878,0.038,101.65,113.5841,0
UK,9/1/2019,99.37,86.91,0.037,101.85,113.4796,0
Netherlands,10/1/1999,101.44,113.09,0.041,89.81,99.8036,0
Netherlands,11/1/1999,101.53,113.5134566,0.04,91.5,99.7831,0
Netherlands,12/1/1999,101.59,113.7218162,0.04,91.22,101.9242,0
Netherlands,1/1/2000,101.63,113.7698345,0.039,92.26,95.9413,0
Netherlands,2/1/2000,101.66,113.7231077,0.039,93.1,96.883,0
Netherlands,3/1/2000,101.71,113.688998,0.038,93.39,96.6737,0
Netherlands,4/1/2000,101.77,113.7849243,0.038,93.76,98.3477,0
Netherlands,5/1/2000,101.84,114.0720733,0.037,95.08,98.9755,0
Netherlands,6/1/2000,101.92,114.4029458,0.037,93.95,97.72,0
Netherlands,7/1/2000,102.01,114.5816449,0.036,95.55,99.4986,0
Netherlands,8/1/2000,102.11,114.4730376,0.036,95.08,98.6616,0
Netherlands,9/1/2000,102.2,114.159223,0.035,94.05,99.0801,0
Netherlands,10/1/2000,102.28,113.7708215,0.034,95.27,98.557,0
Netherlands,11/1/2000,102.32,113.4032202,0.034,94.7,99.6032,1
Netherlands,12/1/2000,102.31,113.030457,0.033,93.67,100.3356,1
Netherlands,1/1/2001,102.26,112.600473,0.032,92.75,100.4402,1
Netherlands,2/1/2001,102.19,112.1073464,0.032,90.98,100.231,1
Netherlands,3/1/2001,102.11,111.698267,0.032,94.82,100.4402,1
Netherlands,4/1/2001,102.02,111.5521109,0.031,95.7,99.8125,1
Netherlands,5/1/2001,101.93,111.7498619,0.031,96.49,101.6957,1
Netherlands,6/1/2001,101.84,112.0594393,0.031,93.83,100.8587,1
Netherlands,7/1/2001,101.73,112.1863698,0.031,92.95,100.8587,1
Netherlands,8/1/2001,101.61,111.9478234,0.031,96.1,101.2772,1
Netherlands,9/1/2001,101.48,111.5050953,0.031,94.42,102.2188,1
Netherlands,10/1/2001,101.32,111.0855191,0.031,90.98,101.3818,1
Netherlands,11/1/2001,101.13,110.8455779,0.031,94.03,103.3697,1
Netherlands,12/1/2001,100.92,110.7312313,0.032,95.8,101.6957,1
Netherlands,1/1/2002,100.69,110.649564,0.032,94.13,99.4986,1
Netherlands,2/1/2002,100.49,110.5536928,0.033,90.29,100.6495,1
Netherlands,3/1/2002,100.32,110.5286114,0.034,94.03,102.742,1
Netherlands,4/1/2002,100.19,110.6826745,0.034,96.29,101.8003,1
Netherlands,5/1/2002,100.08,111.0468675,0.035,97.08,101.8003,1
Netherlands,6/1/2002,99.99,111.4384249,0.036,96.19,102.4281,1
Netherlands,7/1/2002,99.9,111.6381376,0.037,96.19,102.4281,1
Netherlands,8/1/2002,99.82,111.5168128,0.038,96.59,103.3697,1
Netherlands,9/1/2002,99.72,111.1851313,0.039,96.1,103.4743,1
Netherlands,10/1/2002,99.62,110.7932041,0.04,97.08,103.7882,1
Netherlands,11/1/2002,99.5,110.4508582,0.041,94.42,103.3697,1
Netherlands,12/1/2002,99.36,110.1643582,0.042,93.05,103.3697,1
Netherlands,1/1/2003,99.19,109.92354,0.043,96.78,102.9512,1
Netherlands,2/1/2003,99.01,109.7122947,0.043,97.57,104.416,1
Netherlands,3/1/2003,98.81,109.4997671,0.045,94.33,102.1142,1
Netherlands,4/1/2003,98.61,109.2529551,0.046,93.54,102.1142,1
Netherlands,5/1/2003,98.42,108.9689126,0.047,92.75,101.5911,1
Netherlands,6/1/2003,98.27,108.716649,0.048,91.08,100.8587,1
Netherlands,7/1/2003,98.15,108.5755062,0.049,92.36,100.3356,1
Netherlands,8/1/2003,98.09,108.5722513,0.05,93.34,100.8587,1
Netherlands,9/1/2003,98.08,108.6121561,0.051,93.34,100.6495,1
Netherlands,10/1/2003,98.11,108.5836534,0.052,96.88,102.6373,1
Netherlands,11/1/2003,98.18,108.4325169,0.052,94.33,99.9171,1
Netherlands,12/1/2003,98.27,108.2324566,0.054,92.26,100.231,1
Netherlands,1/1/2004,98.37,108.0742209,0.054,97.57,101.6957,1
Netherlands,2/1/2004,98.46,107.9991408,0.054,97.97,101.068,1
Netherlands,3/1/2004,98.51,107.9420778,0.055,97.57,101.068,1
Netherlands,4/1/2004,98.54,107.8242231,0.057,96.88,102.2188,1
Netherlands,5/1/2004,98.52,107.5930114,0.058,97.97,101.3818,1
Netherlands,6/1/2004,98.47,107.2504882,0.058,98.06,101.1726,1
Netherlands,7/1/2004,98.39,106.8057663,0.057,100.42,102.3235,1
Netherlands,8/1/2004,98.3,106.3027745,0.056,96.78,101.6957,1
Netherlands,9/1/2004,98.2,105.8554265,0.057,99.05,100.6495,1
Netherlands,10/1/2004,98.1,105.5853749,0.057,98.26,100.3356,1
Netherlands,11/1/2004,98.02,105.5365053,0.057,97.87,100.3356,1
Netherlands,12/1/2004,97.95,105.6016691,0.059,97.77,101.3818,1
Netherlands,1/1/2005,97.92,105.6569227,0.059,96.39,99.8125,1
Netherlands,2/1/2005,97.92,105.6381965,0.06,98.09,100.231,0
Netherlands,3/1/2005,97.97,105.593789,0.06,97.59,101.068,0
Netherlands,4/1/2005,98.06,105.5837671,0.06,99.89,99.394,0
Netherlands,5/1/2005,98.19,105.6096259,0.06,98.49,99.1847,0
Netherlands,6/1/2005,98.35,105.5666208,0.059,100.69,102.742,0
Netherlands,7/1/2005,98.52,105.3398099,0.059,98.99,102.3235,0
Netherlands,8/1/2005,98.68,104.9019749,0.058,97.39,101.8003,0
Netherlands,9/1/2005,98.81,104.3797056,0.058,97.39,103.3697,0
Netherlands,10/1/2005,98.92,103.9143184,0.058,95.49,103.9975,0
Netherlands,11/1/2005,99.02,103.582634,0.057,99.89,103.8928,0
Netherlands,12/1/2005,99.12,103.3521488,0.057,100.09,104.5206,0
Netherlands,1/1/2006,99.23,103.1802338,0.055,99.69,106.7089,0
Netherlands,2/1/2006,99.38,103.056814,0.055,101.09,105.6088,0
Netherlands,3/1/2006,99.55,103.0251694,0.053,104.09,106.8089,0
Netherlands,4/1/2006,99.74,103.132959,0.052,102.79,107.0089,0
Netherlands,5/1/2006,99.91,103.3917163,0.052,99.69,109.1091,0
Netherlands,6/1/2006,100.07,103.7557182,0.05,102.09,108.009,0
Netherlands,7/1/2006,100.2,104.1738116,0.049,99.49,106.9089,0
Netherlands,8/1/2006,100.32,104.5742241,0.048,99.09,109.3091,0
Netherlands,9/1/2006,100.44,104.8535769,0.048,97.09,107.1089,0
Netherlands,10/1/2006,100.57,104.9086789,0.047,97.09,108.309,0
Netherlands,11/1/2006,100.72,104.789337,0.047,100.89,109.0091,0
Netherlands,12/1/2006,100.87,104.7722021,0.046,101.59,107.909,0
Netherlands,1/1/2007,101.02,105.1452899,0.045,101.29,108.6091,0
Netherlands,2/1/2007,101.17,105.8533247,0.045,102.59,109.5091,0
Netherlands,3/1/2007,101.31,106.3486613,0.043,102.69,111.8093,0
Netherlands,4/1/2007,101.45,106.0564099,0.042,101.09,111.2093,0
Netherlands,5/1/2007,101.61,104.8901502,0.042,101.69,109.5091,0
Netherlands,6/1/2007,101.81,103.4412477,0.041,103.89,111.6093,0
Netherlands,7/1/2007,102.03,102.3435156,0.042,104.19,110.6092,0
Netherlands,8/1/2007,102.28,101.9173949,0.041,104.39,110.4092,0
Netherlands,9/1/2007,102.54,102.0626177,0.04,106.19,111.2093,0
Netherlands,10/1/2007,102.79,102.6464432,0.04,106.79,110.7092,0
Netherlands,11/1/2007,103,103.4217543,0.04,109.39,111.2093,0
Netherlands,12/1/2007,103.17,103.9928543,0.039,108.89,111.1093,0
Netherlands,1/1/2008,103.3,103.9632243,0.038,104.79,110.3092,0
Netherlands,2/1/2008,103.4,103.2655891,0.036,106.59,113.8095,0
Netherlands,3/1/2008,103.46,102.246548,0.036,107.39,109.8092,0
Netherlands,4/1/2008,103.5,101.2749142,0.037,113.19,111.6093,1
Netherlands,5/1/2008,103.5,100.5814155,0.037,103.79,112.9094,1
Netherlands,6/1/2008,103.43,100.2288,0.037,105.29,110.2092,1
Netherlands,7/1/2008,103.28,100.2648432,0.036,105.29,110.0092,1
Netherlands,8/1/2008,103.03,100.5855037,0.036,103.79,110.8092,1
Netherlands,9/1/2008,102.66,100.9080061,0.036,106.69,111.0093,1
Netherlands,10/1/2008,102.14,100.9483017,0.036,106.89,111.0093,1
Netherlands,11/1/2008,101.49,100.6868195,0.036,101.59,109.2091,1
Netherlands,12/1/2008,100.74,100.4053426,0.037,97.59,110.7092,1
Netherlands,1/1/2009,99.97,100.3943926,0.037,100.49,107.909,1
Netherlands,2/1/2009,99.29,100.7330558,0.038,96.69,107.609,1
Netherlands,3/1/2009,98.78,101.2672447,0.039,94.79,106.0088,1
Netherlands,4/1/2009,98.46,101.8312805,0.041,91.39,106.7089,1
Netherlands,5/1/2009,98.3,102.2705081,0.042,96.09,105.3088,1
Netherlands,6/1/2009,98.27,102.4420389,0.043,97.09,104.9087,1
Netherlands,7/1/2009,98.33,102.213814,0.045,99.19,106.2089,0
Netherlands,8/1/2009,98.45,101.7041107,0.046,98.29,103.7086,0
Netherlands,9/1/2009,98.58,101.2898398,0.047,97.69,104.7087,0
Netherlands,10/1/2009,98.7,101.3428709,0.047,99.69,105.0088,0
Netherlands,11/1/2009,98.79,101.8450467,0.049,99.29,103.5086,0
Netherlands,12/1/2009,98.85,102.3881831,0.05,100.49,105.3088,0
Netherlands,1/1/2010,98.89,102.5655082,0.051,104.59,104.0087,0
Netherlands,2/1/2010,98.92,102.3689489,0.051,103.19,103.2086,0
Netherlands,3/1/2010,98.98,102.1763395,0.051,104.89,105.4088,0
Netherlands,4/1/2010,99.06,102.3616929,0.05,104.89,104.4087,0
Netherlands,5/1/2010,99.17,102.8963926,0.05,109.79,103.8087,0
Netherlands,6/1/2010,99.32,103.3746171,0.05,103.39,105.0088,0
Netherlands,7/1/2010,99.51,103.3941234,0.05,101.89,104.2087,0
Netherlands,8/1/2010,99.73,102.9042558,0.05,104.19,105.2088,0
Netherlands,9/1/2010,99.99,102.1731669,0.05,102.99,105.6088,0
Netherlands,10/1/2010,100.27,101.4741461,0.049,105.69,104.4087,0
Netherlands,11/1/2010,100.53,100.9627146,0.049,106.89,105.3088,0
Netherlands,12/1/2010,100.76,100.6910367,0.05,107.29,102.9086,0
Netherlands,1/1/2011,100.94,100.7048036,0.049,105.79,104.0087,0
Netherlands,2/1/2011,101.07,100.9980302,0.049,106.79,104.7087,0
Netherlands,3/1/2011,101.13,101.5208374,0.048,106.19,103.9087,0
Netherlands,4/1/2011,101.15,102.2178384,0.047,102.79,104.9087,1
Netherlands,5/1/2011,101.13,102.965564,0.048,104.19,103.1086,1
Netherlands,6/1/2011,101.07,103.5845795,0.047,103.39,102.3085,1
Netherlands,7/1/2011,100.99,103.9033089,0.049,105.99,103.1086,1
Netherlands,8/1/2011,100.88,103.8999204,0.049,106.29,103.2086,1
Netherlands,9/1/2011,100.74,103.6717058,0.051,104.19,100.8084,1
Netherlands,10/1/2011,100.59,103.3146323,0.052,102.29,101.7085,1
Netherlands,11/1/2011,100.45,102.8555464,0.054,102.59,102.8086,1
Netherlands,12/1/2011,100.32,102.2680852,0.054,102.49,101.7085,1
Netherlands,1/1/2012,100.21,101.5353681,0.055,102.89,102.8086,1
Netherlands,2/1/2012,100.12,100.7951101,0.055,106.89,100.6084,1
Netherlands,3/1/2012,100.05,100.3001791,0.055,103.79,101.7085,1
Netherlands,4/1/2012,99.96,100.2803107,0.057,106.79,98.6082,1
Netherlands,5/1/2012,99.86,100.61389,0.057,105.39,100.6084,1
Netherlands,6/1/2012,99.73,100.9260894,0.057,105.39,100.0083,1
Netherlands,7/1/2012,99.57,100.8658057,0.059,101.69,100.1083,1
Netherlands,8/1/2012,99.39,100.4614775,0.058,103.29,99.5083,1
Netherlands,9/1/2012,99.2,100.0061693,0.06,102.49,101.4085,1
Netherlands,10/1/2012,99.02,99.7743263,0.061,102.39,98.4082,1
Netherlands,11/1/2012,98.87,99.74371079,0.062,103.69,97.3081,1
Netherlands,12/1/2012,98.77,99.69198309,0.064,102.59,98.3082,1
Netherlands,1/1/2013,98.7,99.41309172,0.066,104.29,97.4081,1
Netherlands,2/1/2013,98.65,98.93746682,0.068,105.29,96.308,1
Netherlands,3/1/2013,98.62,98.44981376,0.069,107.19,95.508,1
Netherlands,4/1/2013,98.62,98.12712612,0.07,107.29,96.208,1
Netherlands,5/1/2013,98.63,98.02952399,0.071,107.09,96.8081,0
Netherlands,6/1/2013,98.69,98.14338693,0.073,103.19,96.208,0
Netherlands,7/1/2013,98.77,98.44828011,0.075,100.69,96.6081,0
Netherlands,8/1/2013,98.86,98.86273083,0.075,103.09,96.108,0
Netherlands,9/1/2013,98.96,99.26802468,0.076,104.79,96.8081,0
Netherlands,10/1/2013,99.03,99.56093522,0.076,102.29,96.308,0
Netherlands,11/1/2013,99.08,99.80361339,0.076,104.99,96.108,0
Netherlands,12/1/2013,99.09,100.1557739,0.077,103.69,96.9081,0
Netherlands,1/1/2014,99.09,100.7527953,0.078,101.09,97.3081,0
Netherlands,2/1/2014,99.08,101.4770372,0.079,100.09,97.3081,0
Netherlands,3/1/2014,99.08,102.0665514,0.078,98.79,97.3081,0
Netherlands,4/1/2014,99.1,102.2873274,0.077,104.09,97.7081,0
Netherlands,5/1/2014,99.13,102.1858377,0.076,103.69,97.1081,0
Netherlands,6/1/2014,99.16,101.9631882,0.074,101.99,97.1081,0
Netherlands,7/1/2014,99.22,101.8055094,0.073,102.69,97.3081,0
Netherlands,8/1/2014,99.29,101.7483347,0.072,102.99,98.9082,0
Netherlands,9/1/2014,99.39,101.7469543,0.071,101.29,96.408,0
Netherlands,10/1/2014,99.5,101.7601693,0.071,100.19,98.1082,0
Netherlands,11/1/2014,99.61,101.7838486,0.071,100.69,98.6082,0
Netherlands,12/1/2014,99.71,101.8329472,0.072,100.79,98.9082,0
Netherlands,1/1/2015,99.78,101.9155319,0.072,102.89,99.8083,0
Netherlands,2/1/2015,99.82,101.9808344,0.071,103.49,100.4084,0
Netherlands,3/1/2015,99.84,101.9488179,0.07,100.79,99.9083,1
Netherlands,4/1/2015,99.83,101.7550487,0.07,98.59,99.8083,1
Netherlands,5/1/2015,99.79,101.4618452,0.069,97.89,99.0083,1
Netherlands,6/1/2015,99.74,101.1924383,0.069,100.69,100.7084,1
Netherlands,7/1/2015,99.67,101.0574387,0.068,100.49,99.5083,1
Netherlands,8/1/2015,99.6,101.0673732,0.068,96.99,100.3084,1
Netherlands,9/1/2015,99.52,101.1863149,0.068,98.59,100.6084,1
Netherlands,10/1/2015,99.45,101.3752896,0.069,100.89,99.7083,1
Netherlands,11/1/2015,99.41,101.574691,0.067,101.09,99.1083,1
Netherlands,12/1/2015,99.4,101.7156649,0.066,98.39,101.2084,1
Netherlands,1/1/2016,99.4,101.750671,0.065,100.69,100.1083,0
Netherlands,2/1/2016,99.42,101.7838279,0.065,101.49,101.4085,0
Netherlands,3/1/2016,99.45,101.9848815,0.064,102.59,100.2084,0
Netherlands,4/1/2016,99.48,102.4850623,0.064,102.19,99.5083,0
Netherlands,5/1/2016,99.53,103.1509426,0.063,100.39,101.3084,0
Netherlands,6/1/2016,99.62,103.7385447,0.061,101.99,101.1084,0
Netherlands,7/1/2016,99.73,104.0441429,0.06,100.49,101.7085,0
Netherlands,8/1/2016,99.85,104.1305551,0.058,99.39,101.6085,0
Netherlands,9/1/2016,99.96,104.1680514,0.057,99.29,101.1084,0
Netherlands,10/1/2016,100.06,104.3019991,0.056,100.39,104.0087,0
Netherlands,11/1/2016,100.14,104.518757,0.056,103.09,102.8086,0
Netherlands,12/1/2016,100.19,104.7428317,0.054,103.99,102.8086,0
Netherlands,1/1/2017,100.24,104.9154966,0.053,101.19,103.9087,0
Netherlands,2/1/2017,100.28,105.0806336,0.053,103.89,102.8086,0
Netherlands,3/1/2017,100.34,105.3206302,0.051,102.89,104.1087,0
Netherlands,4/1/2017,100.4,105.6956803,0.051,101.29,103.5086,0
Netherlands,5/1/2017,100.46,106.1359764,0.051,101.39,104.4087,0
Netherlands,6/1/2017,100.52,106.5246561,0.049,102.59,104.7087,0
Netherlands,7/1/2017,100.58,106.7576823,0.048,101.79,104.9087,0
Netherlands,8/1/2017,100.63,106.8034569,0.047,101.69,104.7087,0
Netherlands,9/1/2017,100.68,106.6556671,0.047,102.49,105.5088,0
Netherlands,10/1/2017,100.73,106.3238646,0.045,104.09,105.2088,0
Netherlands,11/1/2017,100.77,105.9032692,0.044,104.49,106.3089,0
Netherlands,12/1/2017,100.8,105.5179319,0.044,104.59,105.7088,0
Netherlands,1/1/2018,100.82,105.2583308,0.042,105.19,106.9089,0
Netherlands,2/1/2018,100.83,105.040026,0.041,104.59,105.7088,0
Netherlands,3/1/2018,100.83,104.7218292,0.039,105.19,106.4089,1
Netherlands,4/1/2018,100.82,104.2007084,0.039,103.19,108.309,1
Netherlands,5/1/2018,100.79,103.565055,0.039,103.39,107.709,1
Netherlands,6/1/2018,100.74,102.9631171,0.039,103.29,107.609,1
Netherlands,7/1/2018,100.68,102.5105012,0.038,101.79,108.409,1
Netherlands,8/1/2018,100.61,102.165156,0.039,102.69,108.309,1
Netherlands,9/1/2018,100.55,101.8375233,0.037,102.79,107.809,1
Netherlands,10/1/2018,100.49,101.4502954,0.037,103.19,108.209,1
Netherlands,11/1/2018,100.43,100.9831554,0.035,103.49,109.9092,1
Netherlands,12/1/2018,100.37,100.4323335,0.036,100.79,107.509,1
Netherlands,1/1/2019,100.32,99.82287982,0.036,104.09,108.309,1
Netherlands,2/1/2019,100.25,99.30885533,0.034,103.39,109.3091,1
Netherlands,3/1/2019,100.19,99.08040774,0.033,102.69,109.6091,1
Netherlands,4/1/2019,100.12,99.25961227,0.033,101.79,110.3092,1
Netherlands,5/1/2019,100.06,99.67503176,0.033,102.09,110.2092,1
Netherlands,6/1/2019,99.99,100.0761402,0.034,100.99,110.0092,1
Netherlands,7/1/2019,99.92,100.2265557,0.034,101.29,110.3092,1
Netherlands,8/1/2019,99.86,99.94863962,0.035,101.79,109.3091,1
Netherlands,9/1/2019,99.79,99.08,0.035,103.09,110.7092,1
Luxembourg,10/1/1999,101.44,110.8,0.024,93.08,47.659,0
Luxembourg,11/1/1999,101.65,110.911051,0.024,91.41,49.6045,0
Luxembourg,12/1/1999,101.88,110.8615201,0.024,93.37,49.7926,0
Luxembourg,1/1/2000,102.09,110.7076629,0.023,87.09,50.2,0
Luxembourg,2/1/2000,102.23,110.5121707,0.023,89.69,50.4,0
Luxembourg,3/1/2000,102.27,110.3625278,0.023,87.39,50.4,1
Luxembourg,4/1/2000,102.22,110.3521886,0.023,92.69,51.1,1
Luxembourg,5/1/2000,102.13,110.5412267,0.023,93.39,51.5,1
Luxembourg,6/1/2000,102.03,110.8658339,0.023,91.29,50.7,1
Luxembourg,7/1/2000,101.96,111.2334708,0.022,93.09,51.8,1
Luxembourg,8/1/2000,101.89,111.5604304,0.023,94.09,51.1,1
Luxembourg,9/1/2000,101.84,111.7945804,0.022,91.99,52.4,1
Luxembourg,10/1/2000,101.78,111.8908451,0.021,89.39,51.7,1
Luxembourg,11/1/2000,101.72,111.829878,0.02,93.99,52.3,1
Luxembourg,12/1/2000,101.62,111.6809503,0.02,99.99,52.3,1
Luxembourg,1/1/2001,101.48,111.5323915,0.019,93.69,54.4,1
Luxembourg,2/1/2001,101.26,111.4414052,0.018,96.09,52.6,1
Luxembourg,3/1/2001,100.99,111.3619016,0.019,98.59,53,1
Luxembourg,4/1/2001,100.69,111.2264051,0.019,93.39,52.6,1
Luxembourg,5/1/2001,100.43,111.0063853,0.018,96.29,52.9,1
Luxembourg,6/1/2001,100.27,110.7978608,0.019,96.49,53.5,1
Luxembourg,7/1/2001,100.22,110.7216583,0.019,97.79,53.9,1
Luxembourg,8/1/2001,100.25,110.8270921,0.019,96.19,54.4,1
Luxembourg,9/1/2001,100.37,110.9430511,0.019,95.99,54.3,1
Luxembourg,10/1/2001,100.52,110.8561497,0.02,96.09,54.3,1
Luxembourg,11/1/2001,100.69,110.4334091,0.02,96.69,54.9,1
Luxembourg,12/1/2001,100.85,109.7807668,0.02,98.29,54.9,1
Luxembourg,1/1/2002,100.98,109.0483387,0.021,97.99,53.8,1
Luxembourg,2/1/2002,101.08,108.3920579,0.021,99.09,55.2,1
Luxembourg,3/1/2002,101.13,107.9845242,0.022,97.09,56.1,1
Luxembourg,4/1/2002,101.1,108.0011153,0.023,99.89,55.8,1
Luxembourg,5/1/2002,100.99,108.4813568,0.025,100.69,56.2,1
Luxembourg,6/1/2002,100.79,109.0894468,0.025,101.49,57.2,1
Luxembourg,7/1/2002,100.5,109.4255938,0.026,99.09,56,1
Luxembourg,8/1/2002,100.18,109.2489197,0.027,99.59,57.4,1
Luxembourg,9/1/2002,99.84,108.7420153,0.027,100.99,57.4,1
Luxembourg,10/1/2002,99.51,108.1570937,0.029,107.19,58.1,1
Luxembourg,11/1/2002,99.21,107.6808189,0.03,105.19,57.9,1
Luxembourg,12/1/2002,98.95,107.3313437,0.03,103.09,58.4,1
Luxembourg,1/1/2003,98.76,107.1001407,0.032,104.89,59,1
Luxembourg,2/1/2003,98.66,106.9879227,0.033,106.09,59.8,1
Luxembourg,3/1/2003,98.67,107.0183236,0.034,105.59,59,0
Luxembourg,4/1/2003,98.75,107.2182404,0.035,107.79,59.6,0
Luxembourg,5/1/2003,98.87,107.5458436,0.036,105.29,60,0
Luxembourg,6/1/2003,99,107.7947715,0.037,101.69,60.3,0
Luxembourg,7/1/2003,99.14,107.735272,0.038,103.89,60.7,0
Luxembourg,8/1/2003,99.28,107.3168807,0.039,108.59,60.6,0
Luxembourg,9/1/2003,99.42,106.9034517,0.041,109.19,60.1,0
Luxembourg,10/1/2003,99.54,106.9159501,0.043,108.59,61.7,0
Luxembourg,11/1/2003,99.58,107.5134693,0.043,107.49,61.3,1
Luxembourg,12/1/2003,99.54,108.2708311,0.044,105.19,61.5,1
Luxembourg,1/1/2004,99.43,108.685608,0.046,108.79,60.7,1
Luxembourg,2/1/2004,99.29,108.5836029,0.047,109.59,61.9,1
Luxembourg,3/1/2004,99.16,108.4977942,0.049,113.09,62.1,1
Luxembourg,4/1/2004,99.07,109.050462,0.05,109.89,62.9,1
Luxembourg,5/1/2004,99.01,110.4541628,0.05,108.49,62.8,1
Luxembourg,6/1/2004,99.01,112.0688627,0.05,115.79,61.6,1
